date,value
2020-01-01,10.4
2020-04-01,13.100000000000001
2020-07-01,11.700000000000001
2020-10-01,10.9579322139272
2021-01-01,10.2
2021-04-01,9.60090333606911
2021-07-01,8.19999999999999
2021-10-01,7.000000000000001
2022-01-01,7.000000000000001
2022-04-01,6.9
2022-07-01,7.1
2022-10-01,6.281803915884609
2023-01-01,6.87452753758732
2023-04-01,6.2
2023-07-01,5.72602987094246
2023-10-01,5.7
2024-01-01,7.7
2024-04-01,7.56441257608806
2024-07-01,6.9
2024-10-01,6.4
2025-01-01,7.9
2025-04-01,7.57623890941418
2025-07-01,6.6000000000000005
